_id,name,category,price,pic,description
ObjectId("5eb4a52b8c261c69a007d639"),Poudre d amandes,almond-meal,27,https://static.openfoodfacts.org/images/products/871/854/699/7105/front_en.4.400.jpg,"{"rating":2.02,"quantity":"200 g","energy-kcal_100g":595,"energy_100g":2489,"fat_100g":50,"saturated-fat_100g":3.8}"
ObjectId("5eb4a52b8c261c69a007d728"),Chickpeas,chickpeas,36,https://static.openfoodfacts.org/images/products/308/368/105/2848/front_en.3.400.jpg,"{"rating":2.56,"quantity":"400g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d729"),Kichererbsen,chickpeas,46,https://static.openfoodfacts.org/images/products/431/150/143/4482/front_de.43.400.jpg,"{"rating":3.75,"quantity":"240g","energy-kcal_100g":72,"energy_100g":301,"fat_100g":1.5,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d72a"),Garbanzos Cocidos,chickpeas,30,https://static.openfoodfacts.org/images/products/84121059/front_fr.4.400.jpg,"{"rating":1.88,"quantity":"400 g","energy-kcal_100g":419.4,"energy_100g":1755,"fat_100g":1.9,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d72b"),Pois chiches,chickpeas,48,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":3.49,"quantity":"500 g","energy-kcal_100g":414,"energy_100g":1732,"fat_100g":6,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d72c"),Kichererbsen,chickpeas,40,https://static.openfoodfacts.org/images/products/431/150/143/4482/front_de.43.400.jpg,"{"rating":3.43,"quantity":"265g","energy-kcal_100g":114,"energy_100g":477,"fat_100g":1.3,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d72d"),Pois chiches,chickpeas,14,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":1.92,"quantity":"500g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d72e"),Organic virgin coconut oil,coconut-oils,5,https://static.openfoodfacts.org/images/products/009/661/910/4574/front_en.11.400.jpg,"{"rating":2.51,"quantity":"15ml","energy-kcal_100g":857,"energy_100g":3586,"fat_100g":100,"saturated-fat_100g":85.71}"
ObjectId("5eb4a52b8c261c69a007d72f"),Huile de coco,coconut-oils,33,https://static.openfoodfacts.org/images/products/560/095/450/1094/front_pt.4.400.jpg,"{"rating":2,"quantity":"500 ml","energy-kcal_100g":899,"energy_100g":3761,"fat_100g":100,"saturated-fat_100g":95}"
ObjectId("5eb4a52b8c261c69a007d730"),DM Bio Kokosöl,coconut-oils,43,https://static.openfoodfacts.org/images/products/401/035/518/0094/front_en.3.400.jpg,"{"rating":3.72,"quantity":"220 ml","energy-kcal_100g":828,"energy_100g":3464,"fat_100g":92,"saturated-fat_100g":87}"
ObjectId("5eb4a52b8c261c69a007d731"),Huile de noix de coco,coconut-oils,24,https://static.openfoodfacts.org/images/products/871/740/306/3458/front_en.3.400.jpg,"{"rating":3.72,"quantity":"920g","energy-kcal_100g":899,"energy_100g":3761,"fat_100g":99.8,"saturated-fat_100g":93.9}"
ObjectId("5eb4a52b8c261c69a007d732"),Organic virgin coconut oil,coconut-oils,34,https://static.openfoodfacts.org/images/products/009/661/910/4574/front_en.11.400.jpg,"{"rating":3.88,"quantity":"29 fl oz","energy-kcal_100g":857,"energy_100g":3586,"fat_100g":100,"saturated-fat_100g":85.71}"
ObjectId("5eb4a52b8c261c69a007d733"),O organics, organic virgin coconut oil unrefined,coconut-oils,18,https://static.openfoodfacts.org/images/products/007/989/351/3003/front_en.4.400.jpg,"{"rating":1.16,"quantity":"414 mL","energy-kcal_100g":800,"energy_100g":3347,"fat_100g":93.33,"saturated-fat_100g":80}"
ObjectId("5eb4a52b8c261c69a007d734"),Kokosöl Nativ - Bio Planete - 400ML,coconut-oils,50,https://static.openfoodfacts.org/images/products/344/502/020/5566/front_de.7.400.jpg,"{"rating":3.19,"quantity":"400ml","energy-kcal_100g":819,"energy_100g":3427,"fat_100g":91,"saturated-fat_100g":86}"
ObjectId("5eb4a52b8c261c69a007d735"),Coconut cooking oil - Organic,coconut-oils,17,https://static.openfoodfacts.org/images/products/942/100/903/0989/front_en.4.400.jpg,"{"rating":0.95,"quantity":"1000ml","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d736"),Olej kokosowy rafinowany,coconut-oils,30,https://static.openfoodfacts.org/images/products/590/324/027/8794/front_en.15.400.jpg,"{"rating":4.04,"quantity":"900 ml","energy-kcal_100g":833,"energy_100g":3426,"fat_100g":93,"saturated-fat_100g":84}"
ObjectId("5eb4a52b8c261c69a007d737"),Fresh nut Oil,coconut-oils,32,https://static.openfoodfacts.org/images/products/502/058/026/9227/front_en.3.400.jpg,"{"rating":4.91,"quantity":"500ml","energy-kcal_100g":899,"energy_100g":3761,"fat_100g":99.85,"saturated-fat_100g":92}"
ObjectId("5eb4a52b8c261c69a007d738"),Coconut oil,coconut-oils,48,https://static.openfoodfacts.org/images/products/19701001/front_fr.3.400.jpg,"{"rating":4.01,"quantity":"29 fl oz","energy-kcal_100g":120,"energy_100g":3350,"fat_100g":93.3,"saturated-fat_100g":80}"
ObjectId("5eb4a52b8c261c69a007d739"),Coconpure,coconut-oils,22,https://static.openfoodfacts.org/images/products/200/000/001/4970/front_en.10.400.jpg,"{"rating":4.27,"quantity":"460 g","energy-kcal_100g":0,"energy_100g":3760,"fat_100g":100,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d73a"),Coconut Oil,coconut-oils,47,https://static.openfoodfacts.org/images/products/19701001/front_fr.3.400.jpg,"{"rating":3.94,"quantity":"300g","energy-kcal_100g":0,"energy_100g":3700,"fat_100g":100,"saturated-fat_100g":93}"
ObjectId("5eb4a52b8c261c69a007d73b"),Virgin Coconut Oil,coconut-oils,43,https://static.openfoodfacts.org/images/products/893/850/685/4082/front_en.5.400.jpg,"{"rating":2.59,"quantity":"1 l","energy-kcal_100g":825.13,"energy_100g":3452,"fat_100g":91.68,"saturated-fat_100g":78.2}"
ObjectId("5eb4a52b8c261c69a007d73c"),Raw extra virgin coconut oil,coconut-oils,23,https://static.openfoodfacts.org/images/products/065/801/011/8873/front_en.4.400.jpg,"{"rating":3.91,"quantity":"414 ml","energy-kcal_100g":833,"energy_100g":3485,"fat_100g":93.33,"saturated-fat_100g":90}"
ObjectId("5eb4a52b8c261c69a007d73d"),Coconut Oil,coconut-oils,17,https://static.openfoodfacts.org/images/products/19701001/front_fr.3.400.jpg,"{"rating":1.18,"quantity":"54 fl oz","energy-kcal_100g":857,"energy_100g":3586,"fat_100g":100,"saturated-fat_100g":92.86}"
ObjectId("5eb4a52b8c261c69a007d73e"),Kokosriekstu eļļa,coconut-oils,9,https://static.openfoodfacts.org/images/products/475/101/889/0133/front_lv.10.400.jpg,"{"rating":4.37,"quantity":"400 ml","energy-kcal_100g":900,"energy_100g":3766,"fat_100g":100,"saturated-fat_100g":95}"
ObjectId("5eb4a52b8c261c69a007d73f"),Haricots cocos Sabarot,coconuts,37,https://static.openfoodfacts.org/images/products/311/195/023/1905/front_fr.10.400.jpg,"{"rating":0.3,"quantity":"500 g","energy-kcal_100g":296,"energy_100g":1238,"fat_100g":1.8,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d740"),Haricots coco cuisinés,coco-white-beans,9,https://static.openfoodfacts.org/images/products/347/882/900/0636/front_fr.6.400.jpg,"{"rating":3.67,"quantity":"680 g (720 ml)","energy-kcal_100g":102,"energy_100g":427,"fat_100g":0.7,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d741"),Delta Lote Chávena,coffees,47,https://static.openfoodfacts.org/images/products/560/108/202/2758/front_pt.6.400.jpg,"{"rating":0.8,"quantity":"250 g","energy-kcal_100g":9,"energy_100g":38,"fat_100g":0.3,"saturated-fat_100g":0.05}"
ObjectId("5eb4a52b8c261c69a007d742"),Junge Prinzess Bohnen,common-beans,13,https://static.openfoodfacts.org/images/products/431/159/643/8938/front_de.3.400.jpg,"{"rating":0.19,"quantity":"400g","energy-kcal_100g":23,"energy_100g":96,"fat_100g":0.1,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d743"),Haricot Borlotti,common-beans,28,https://static.openfoodfacts.org/images/products/761/020/002/6347/front_fr.3.400.jpg,"{"rating":2.11,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1270,"fat_100g":1.5,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d744"),Weiße Bohnen Dose,common-beans,9,https://static.openfoodfacts.org/images/products/869/080/440/6416/front_de.3.400.jpg,"{"rating":4.49,"quantity":"400g","energy-kcal_100g":58,"energy_100g":243,"fat_100g":0.2,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d745"),Brechbohnen,common-beans,48,https://static.openfoodfacts.org/images/products/40397436/front_en.3.400.jpg,"{"rating":1.38,"quantity":"370g","energy-kcal_100g":31,"energy_100g":130,"fat_100g":0.2,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d746"),Schwarze Bohnen in Chilisauce,common-beans,13,https://static.openfoodfacts.org/images/products/438/884/404/0472/front_de.13.400.jpg,"{"rating":4.96,"quantity":"400 g","energy-kcal_100g":0,"energy_100g":407,"fat_100g":1,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d747"),Fagioli Cannellini,common-beans,46,https://static.openfoodfacts.org/images/products/800/317/005/5421/front_it.12.400.jpg,"{"rating":2.32,"quantity":"300 g","energy-kcal_100g":358,"energy_100g":1498,"fat_100g":2.5,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d748"),Brechbohnen,common-beans,28,https://static.openfoodfacts.org/images/products/40397436/front_en.3.400.jpg,"{"rating":0.66,"quantity":"330 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d749"),Bio Bohnen,common-beans,25,https://static.openfoodfacts.org/images/products/400/028/622/7401/front_de.8.400.jpg,"{"rating":1.07,"quantity":"400g","energy-kcal_100g":0,"energy_100g":1238,"fat_100g":1.6,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d74a"),Grüne Bohnen fein - Migros,common-beans,45,https://static.openfoodfacts.org/images/products/761/680/081/7200/front_en.3.400.jpg,"{"rating":1.84,"quantity":"225 g","energy-kcal_100g":0,"energy_100g":120,"fat_100g":0.5,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d74b"),Prinzess Bohnen,common-beans,29,https://static.openfoodfacts.org/images/products/431/159/647/5841/front_en.3.400.jpg,"{"rating":1.93,"quantity":"1000g","energy-kcal_100g":28,"energy_100g":117,"fat_100g":1,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d74c"),roasted black beans,common-beans,48,https://static.openfoodfacts.org/images/products/933/546/300/1303/front_en.4.400.jpg,"{"rating":3.14,"quantity":"125 g","energy-kcal_100g":0,"energy_100g":1760,"fat_100g":16.7,"saturated-fat_100g":2.67}"
ObjectId("5eb4a52b8c261c69a007d74d"),Blé Tendre à germer,common-wheats,9,https://static.openfoodfacts.org/images/products/327/312/001/0304/front_fr.4.400.jpg,"{"rating":1.72,"quantity":"500 g","energy-kcal_100g":330,"energy_100g":1381,"fat_100g":2,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d74e"),Natur aktiv Bio Koriander,coriander-seeds,36,https://static.openfoodfacts.org/images/products/24208977/front_de.4.400.jpg,"{"rating":0.92,"quantity":"35g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d74f"),Coriander Seeds,coriander-seeds,20,https://static.openfoodfacts.org/images/products/01797916/front_en.3.400.jpg,"{"rating":2.78,"quantity":"100g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d750"),Maïs à éclater,corn,9,https://static.openfoodfacts.org/images/products/327/072/250/0141/front_fr.24.400.jpg,"{"rating":2.26,"quantity":"2 * 125 g (250 g)","energy-kcal_100g":342,"energy_100g":1431,"fat_100g":2.8,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d751"),Mais,corn,35,https://static.openfoodfacts.org/images/products/410/442/003/4365/front_en.15.400.jpg,"{"rating":0.82,"quantity":"340g","energy-kcal_100g":85,"energy_100g":358,"fat_100g":1.6,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d752"),Mais,corn,17,https://static.openfoodfacts.org/images/products/410/442/003/4365/front_en.15.400.jpg,"{"rating":2.29,"quantity":"340gr","energy-kcal_100g":78,"energy_100g":326,"fat_100g":1.7,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d753"),Sonnenmais,corn,32,https://static.openfoodfacts.org/images/products/29043439/front_de.12.400.jpg,"{"rating":0.2,"quantity":"300g","energy-kcal_100g":71,"energy_100g":300,"fat_100g":1.4,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d754"),Sonnenmais,corn,35,https://static.openfoodfacts.org/images/products/29043439/front_de.12.400.jpg,"{"rating":3.65,"quantity":"285g","energy-kcal_100g":73,"energy_100g":305,"fat_100g":1.4,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d755"),Sonnen Mais zart, jung, natursüß,corn,24,https://static.openfoodfacts.org/images/products/431/150/143/5229/front_de.6.400.jpg,"{"rating":0.86,"quantity":"285g","energy-kcal_100g":69,"energy_100g":319,"fat_100g":1.2,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d756"),Maïs Frit,corn,31,https://static.openfoodfacts.org/images/products/376/010/556/1345/front_fr.6.400.jpg,"{"rating":1.7,"quantity":"250 g","energy-kcal_100g":449,"energy_100g":1879,"fat_100g":13,"saturated-fat_100g":5.3}"
ObjectId("5eb4a52b8c261c69a007d757"),SonnenMais,corn,15,https://static.openfoodfacts.org/images/products/29043439/front_de.12.400.jpg,"{"rating":4.2,"quantity":"140g","energy-kcal_100g":82,"energy_100g":345,"fat_100g":1.7,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d758"),Maïs Doux,corn,29,https://static.openfoodfacts.org/images/products/356/470/000/5248/front_fr.31.400.jpg,"{"rating":2.9,"quantity":"370 ml","energy-kcal_100g":64,"energy_100g":268,"fat_100g":0.7,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d759"),Sonnen Mais,corn,11,https://static.openfoodfacts.org/images/products/431/150/162/1202/front_de.5.400.jpg,"{"rating":2.46,"quantity":"150 g","energy-kcal_100g":86,"energy_100g":360,"fat_100g":1.4,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d75a"),Super-Sweet Gemüsemais,corn,23,https://static.openfoodfacts.org/images/products/438/886/000/3338/front_de.14.400.jpg,"{"rating":0.45,"quantity":"285g","energy-kcal_100g":83,"energy_100g":489,"fat_100g":1.8,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d75b"),Corn Kernels,corn,42,https://static.openfoodfacts.org/images/products/930/065/712/6056/front_en.6.400.jpg,"{"rating":2.61,"quantity":"410g","energy-kcal_100g":0,"energy_100g":360,"fat_100g":1.2,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d75c"),Mais,corn,27,https://static.openfoodfacts.org/images/products/410/442/003/4365/front_en.15.400.jpg,"{"rating":2.32,"quantity":"340g","energy-kcal_100g":69,"energy_100g":289,"fat_100g":1.2,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d75d"),Corn Soup,corn,20,https://static.openfoodfacts.org/images/products/454/974/174/0388/front_en.4.400.jpg,"{"rating":0.8,"quantity":"900g","energy-kcal_100g":51,"energy_100g":213,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d75e"),Corn Kernels,corn,9,https://static.openfoodfacts.org/images/products/930/065/712/6056/front_en.6.400.jpg,"{"rating":4.78,"quantity":"400g","energy-kcal_100g":0,"energy_100g":378,"fat_100g":1.4,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d75f"),Maiskolben,corn,42,https://static.openfoodfacts.org/images/products/402/701/621/1257/front_de.8.400.jpg,"{"rating":1.06,"quantity":"450 g","energy-kcal_100g":0,"energy_100g":431,"fat_100g":2,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d760"),Junger Gemüsemais,corn,48,https://static.openfoodfacts.org/images/products/40397276/front_de.5.400.jpg,"{"rating":0.33,"quantity":"330 g","energy-kcal_100g":0,"energy_100g":358,"fat_100g":1.2,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d761"),Gemüsemais superweet,corn,47,https://static.openfoodfacts.org/images/products/431/150/134/6358/front_de.7.400.jpg,"{"rating":0.92,"quantity":"285g","energy-kcal_100g":69,"energy_100g":377,"fat_100g":1.2,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d762"),Sonnenmais,corn,39,https://static.openfoodfacts.org/images/products/29043439/front_de.12.400.jpg,"{"rating":0.95,"quantity":"150 g","energy-kcal_100g":0,"energy_100g":349,"fat_100g":1.8,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d763"),Gemüsemais aus biologischer Landwirtschaft,corn,13,https://static.openfoodfacts.org/images/products/900/268/222/2276/front_de.7.400.jpg,"{"rating":0.37,"quantity":"340g","energy-kcal_100g":0,"energy_100g":380,"fat_100g":2.4,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d764"),Super sweet Corn kernels,corn,17,https://static.openfoodfacts.org/images/products/930/046/210/3051/front_en.3.400.jpg,"{"rating":2.5,"quantity":"125g x4","energy-kcal_100g":0,"energy_100g":313,"fat_100g":1.7,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d765"),Mais supersweet,corn,36,https://static.openfoodfacts.org/images/products/433/401/118/4555/front_de.6.400.jpg,"{"rating":3.59,"quantity":"285g","energy-kcal_100g":91,"energy_100g":381,"fat_100g":2.7,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d766"),Baby Corn in brine,corn,9,https://static.openfoodfacts.org/images/products/885/366/204/4507/front_de.5.400.jpg,"{"rating":2.52,"quantity":"225 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d767"),Sonnenmais,corn,36,https://static.openfoodfacts.org/images/products/29043439/front_de.12.400.jpg,"{"rating":1.15,"quantity":"140g","energy-kcal_100g":83,"energy_100g":347,"fat_100g":1.8,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d768"),Goldmais,corn,49,https://static.openfoodfacts.org/images/products/308/368/110/2499/front_fr.3.400.jpg,"{"rating":0.36,"quantity":"285g","energy-kcal_100g":80,"energy_100g":335,"fat_100g":1.9,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d769"),Mais,corn,14,https://static.openfoodfacts.org/images/products/410/442/003/4365/front_en.15.400.jpg,"{"rating":2.25,"quantity":"285g","energy-kcal_100g":69,"energy_100g":289,"fat_100g":0.6,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d76a"),Sweet corn,corn,8,https://static.openfoodfacts.org/images/products/308/368/000/2875/front_ru.33.400.jpg,"{"rating":3.27,"quantity":"2 pieces","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d76b"),Tortilla chips chia seeds,corn-chips,12,https://static.openfoodfacts.org/images/products/506/036/745/0332/front_fr.4.400.jpg,"{"rating":3.4,"quantity":"135 g","energy-kcal_100g":537,"energy_100g":2247,"fat_100g":22,"saturated-fat_100g":2.7}"
ObjectId("5eb4a52b8c261c69a007d76c"),Sprouted Grain and Seed Tortilla Chips,corn-chips,30,https://static.openfoodfacts.org/images/products/085/240/600/3556/front_fr.4.400.jpg,"{"rating":2.64,"quantity":"742 g","energy-kcal_100g":500,"energy_100g":2092,"fat_100g":21.4,"saturated-fat_100g":1.8}"
ObjectId("5eb4a52b8c261c69a007d76d"),Wk Granola apricot & pumpkin seeds,corn-flakes,22,https://static.openfoodfacts.org/images/products/505/382/720/2572/front_de.4.400.jpg,"{"rating":1.86,"quantity":"400g","energy-kcal_100g":431,"energy_100g":1803,"fat_100g":15,"saturated-fat_100g":2.2}"
ObjectId("5eb4a52b8c261c69a007d76e"),Corn Flakes,corn-flakes,24,https://static.openfoodfacts.org/images/products/750/100/802/3815/front_es.4.400.jpg,"{"rating":0.6,"quantity":"860g","energy-kcal_100g":108,"energy_100g":1510,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d76f"),Corn on the cob,corn-on-the-cob,35,https://static.openfoodfacts.org/images/products/20247935/front_en.6.400.jpg,"{"rating":1.54,"quantity":"2","energy-kcal_100g":0,"energy_100g":284,"fat_100g":1.9,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d770"),Alubias,cowpeas,48,https://static.openfoodfacts.org/images/products/841/092/411/0495/front_es.8.400.jpg,"{"rating":1.73,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1563,"fat_100g":1.38,"saturated-fat_100g":0.21}"
ObjectId("5eb4a52b8c261c69a007d771"),Gluten-Free Crackers Cheddar & Pumpkin Seeds,crackers,47,https://static.openfoodfacts.org/images/products/506/036/745/0028/front_fr.3.400.jpg,"{"rating":4.56,"quantity":"220 g e","energy-kcal_100g":425,"energy_100g":1778,"fat_100g":0,"saturated-fat_100g":5.7}"
ObjectId("5eb4a52b8c261c69a007d772"),Three Seed Crackers,crackers,47,https://static.openfoodfacts.org/images/products/501/490/800/3358/front_fr.7.400.jpg,"{"rating":2.6,"quantity":"125 g","energy-kcal_100g":463,"energy_100g":1937,"fat_100g":20.4,"saturated-fat_100g":2.6}"
ObjectId("5eb4a52b8c261c69a007d773"),Shapes Sensations Honey Soy Chicken with sesame seeds,crackers,9,https://static.openfoodfacts.org/images/products/931/007/202/5377/front_en.6.400.jpg,"{"rating":1.59,"quantity":"180 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d774"),Organic & gluten free classic super seed,crackers,24,https://static.openfoodfacts.org/images/products/089/758/000/0168/front_en.10.400.jpg,"{"rating":3.46,"quantity":"5.5 oz, 155 g","energy-kcal_100g":500,"energy_100g":2092,"fat_100g":23.33,"saturated-fat_100g":3.33}"
ObjectId("5eb4a52b8c261c69a007d775"),Shapes sensations dijon mustard and honey with popy seeds,crackers,22,https://static.openfoodfacts.org/images/products/931/007/202/8057/front_en.4.400.jpg,"{"rating":0.25,"quantity":"180g","energy-kcal_100g":0,"energy_100g":1820,"fat_100g":14.5,"saturated-fat_100g":2.5}"
ObjectId("5eb4a52b8c261c69a007d776"),Raisin and Pumpkin Seed Crackers,crackers,5,https://static.openfoodfacts.org/images/products/934/957/100/0448/front_en.7.400.jpg,"{"rating":1.6,"quantity":"100g","energy-kcal_100g":0,"energy_100g":1800,"fat_100g":12.8,"saturated-fat_100g":2.2}"
ObjectId("5eb4a52b8c261c69a007d777"),Beetroot, walnut & nigella seed savoury biscuits,crackers,32,https://static.openfoodfacts.org/images/products/500/012/885/4542/front_en.25.400.jpg,"{"rating":0.65,"quantity":"125 g","energy-kcal_100g":452,"energy_100g":1891,"fat_100g":20,"saturated-fat_100g":5.7}"
ObjectId("5eb4a52b8c261c69a007d778"),Roasted rye crisps - melon seeds,crisps,18,https://static.openfoodfacts.org/images/products/641/346/737/1301/front_en.18.400.jpg,"{"rating":0.99,"quantity":"110g","energy-kcal_100g":424,"energy_100g":1808,"fat_100g":21,"saturated-fat_100g":3}"
ObjectId("5eb4a52b8c261c69a007d779"),Cumin seeds,cumin,12,https://static.openfoodfacts.org/images/products/506/005/098/7251/front_en.6.400.jpg,"{"rating":1.4,"quantity":"100g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d77a"),Whole cumin seeds,cumin,21,https://static.openfoodfacts.org/images/products/01537840/front_fr.3.400.jpg,"{"rating":0.75,"quantity":"38 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d77b"),Jeera,cumin,46,https://static.openfoodfacts.org/images/products/698/249/470/1059/front_en.11.400.jpg,"{"rating":2.89,"quantity":"50g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d77c"),Blueberry & hemp seed 85% kakao,dark-chocolates,26,https://static.openfoodfacts.org/images/products/871/842/115/4333/front_en.22.400.jpg,"{"rating":0.96,"quantity":"70 g","energy-kcal_100g":640,"energy_100g":2678,"fat_100g":55,"saturated-fat_100g":29}"
ObjectId("5eb4a52b8c261c69a007d77d"),Extra Dark chocolate Mint,dark-chocolates,10,https://static.openfoodfacts.org/images/products/506/013/714/0241/front_en.4.400.jpg,"{"rating":3.87,"quantity":"85 g","energy-kcal_100g":580,"energy_100g":2427,"fat_100g":44,"saturated-fat_100g":27}"
ObjectId("5eb4a52b8c261c69a007d77e"),Lentilles Corail,decorticated-red-lentils,46,https://static.openfoodfacts.org/images/products/335/003/195/3194/front_fr.6.400.jpg,"{"rating":3.87,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1628,"fat_100g":1.8,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d77f"),Lentille corail,decorticated-red-lentils,22,https://static.openfoodfacts.org/images/products/334/429/037/1592/front_en.7.400.jpg,"{"rating":3.67,"quantity":"500 g","energy-kcal_100g":326,"energy_100g":1364,"fat_100g":1.5,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d780"),Lentilles corail,decorticated-red-lentils,29,https://static.openfoodfacts.org/images/products/335/003/195/3194/front_fr.6.400.jpg,"{"rating":1.53,"quantity":"450 g","energy-kcal_100g":386,"energy_100g":1615,"fat_100g":1.8,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d781"),Lentilhas sem Casca,decorticated-red-lentils,27,https://static.openfoodfacts.org/images/products/560/235/390/0751/front_pt.4.400.jpg,"{"rating":4.78,"quantity":"500 g","energy-kcal_100g":0,"energy_100g":1413,"fat_100g":2,"saturated-fat_100g":0.37}"
ObjectId("5eb4a52b8c261c69a007d782"),Cold milled ground flax seed, cold milled,dehydrated-beverages,14,https://static.openfoodfacts.org/images/products/007/874/214/1619/front_en.3.400.jpg,"{"rating":2.67,"quantity":"454 g","energy-kcal_100g":615,"energy_100g":2573,"fat_100g":38.46,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d783"),Ground flax, sunflower, pumpkin & sesame seeds & goji berries,dehydrated-beverages,30,https://static.openfoodfacts.org/images/products/009/477/613/5783/front_en.3.400.jpg,"{"rating":4.54,"quantity":"16.0g","energy-kcal_100g":567,"energy_100g":2372,"fat_100g":43.33,"saturated-fat_100g":5}"
